"name","min_players","max_players","play_time","min_age","users_rated","rating_average","bgg_rank","complexity_average","mechanics","domains","game_age","Stars"
"Dead of Winter: A Crossroads Game",2,5,120,13,39287,7.57,122,3.02,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Narrative Choice , Paragraph, Push Your Luck, Semi-Cooperative Game, Storytelling, Trading, Traitor Game, Variable Player Powers, Voting","Thematic Games",8,"4"
"Targi",2,2,60,12,14592,7.64,123,2.35,"End Game Bonuses, Modular Board, Set Collection, Turn Order: Progressive, Worker Placement","Strategy Games",10,"4"
"War of the Ring",2,4,120,12,9935,7.77,124,3.85,"Action Points, Area Majority , Influence, Area Movement, Campaign , Battle Card Driven, Dice Rolling, Hand Management","Thematic Games",18,"4"
"Chaos in the Old World",3,4,120,13,14297,7.68,125,3.19,"Action Points, Area Majority , Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers","Strategy Games, Thematic Games",13,"4"
"Welcome To...",1,100,25,10,17370,7.61,126,1.82,"Bingo, Paper-and-Pencil, Pattern Building, Solo , Solitaire Game","Family Games",4,"4"
"That's Pretty Clever!",1,4,30,8,14352,7.64,127,1.89,"Dice Rolling, Drafting, Highest-Lowest Scoring, Paper-and-Pencil, Re-rolling and Locking, Solo , Solitaire Game","Family Games",4,"4"
"Trickerion: Legends of Illusion",2,4,180,14,6665,7.89,128,4.2,"Action Points, Action Queue, Catch the Leader, Dice Rolling, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based, Worker Placement","Strategy Games",7,"4"
"The Lord of the Rings: The Card Game",1,2,60,13,20805,7.65,129,3.17,"Cooperative Game, Deck Construction, Events, Hand Management, Scenario , Mission , Campaign Game, Solo , Solitaire Game, Variable Set-up","Customizable Games",11,"4"
"Railways of the World",2,6,120,10,11039,7.69,130,3.02,"Action Points, Auction,Bidding, Card Drafting, Connections, End Game Bonuses, Hexagon Grid, Income, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement, Turn Order: Auction","Strategy Games",17,"4"
"The Resistance: Avalon",5,10,30,13,27134,7.58,131,1.77,"Hidden Roles, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Variable Player Powers, Voting","Party Games",10,"4"
"Aeon's End: War Eternal",1,4,60,14,3191,8.41,132,2.91,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Hand Management, Variable Phase Order, Variable Player Powers","Strategy Games",5,"5"
"Dinosaur Island",1,4,120,8,11559,7.72,133,3.04,"Action Points, Dice Rolling, Income, Set Collection, Tile Placement, Worker Placement","Strategy Games",5,"4"
"PARKS",1,5,60,10,7275,7.89,134,2.17,"Card Drafting, Contracts, Modular Board, Set Collection, Solo , Solitaire Game, Track Movement, Turn Order: Claim Action, Worker Placement","Family Games",3,"4"
"A Game of Thrones: The Board Game (Second Edition)",3,6,240,14,28650,7.6,135,3.72,"Area Majority , Influence, Area Movement, Auction,Bidding, Auction: Sealed Bid, Card Play Conflict Resolution, Hand Management, Order Counters, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection, Variable Player Powers","Strategy Games",11,"4"
"Castles of Mad King Ludwig",1,4,90,13,22125,7.56,136,2.66,"Card Drafting, End Game Bonuses, I Cut You Choose, Increase Value of Unchosen Resources, Pattern Building, Set Collection, Tile Placement, Turn Order: Progressive","Strategy Games",8,"4"
"Eclipse: Second Dawn for the Galaxy",2,6,200,14,2556,8.8,137,3.48,"Alliances, Area Majority , Influence, Area Movement, Area-Impulse, Critical Hits and Failures, Dice Rolling, Grid Movement, Income, Kill Steal, Modular Board, Passed Action Token, Player Elimination, Tile Placement, Variable Player Powers","Strategy Games",2,"5"
"Jaipur",2,2,30,12,37225,7.51,138,1.49,"Card Drafting, Hand Management, Market, Score-and-Reset Game, Set Collection","Family Games",13,"4"
"Hansa Teutonica",2,5,90,12,11496,7.65,139,3.12,"Action Points, Area Majority , Influence, End Game Bonuses, Network and Route Building, Ownership, Tech Trees , Tech Tracks","Strategy Games",13,"4"
"Memoir '44",2,8,60,8,25720,7.56,140,2.27,"Area Majority , Influence, Campaign , Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Scenario , Mission , Campaign Game, Simulation","Wargames",18,"4"
"Ora et Labora",1,4,180,13,9770,7.71,141,3.9,"Increase Value of Unchosen Resources, Modular Board, Network and Route Building, Worker Placement, Worker Placement, Different Worker Types","Strategy Games",11,"4"
"Chronicles of Crime",1,4,90,14,14251,7.8,142,2.11,"Cooperative Game, Scenario , Mission , Campaign Game, Storytelling","Thematic Games",4,"4"
"Commands & Colors: Ancients",2,2,60,12,7987,7.78,143,2.69,"Campaign , Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Scenario , Mission , Campaign Game, Simulation","Wargames",16,"4"
"Cosmic Encounter",3,5,120,12,27396,7.54,144,2.57,"Alliances, Card Play Conflict Resolution, Hand Management, Interrupts, Negotiation, Prisoner's Dilemma, Race, Simultaneous Action Selection, Take That, Trading, Variable Player Powers","Strategy Games, Thematic Games",14,"4"
"T.I.M.E Stories",2,4,90,12,23729,7.55,145,2.61,"Cooperative Game, Dice Rolling, Move Through Deck, Narrative Choice , Paragraph, Storytelling, Variable Player Powers","Thematic Games",7,"4"
"Sagrada",1,4,45,14,26063,7.53,146,1.93,"Contracts, Dice Rolling, Drafting, Pattern Building, Set Collection, Solo , Solitaire Game","Abstract Games, Family Games",5,"4"
"Xia: Legends of a Drift System",3,5,180,12,7357,7.86,147,3.17,"Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver, Roll , Spin and Move, Tile Placement, Variable Player Powers","Strategy Games, Thematic Games",8,"4"
"Suburbia",1,4,90,8,21584,7.52,148,2.78,"Auction: Dutch, Card Drafting, Catch the Leader, Hexagon Grid, Set Collection, Tile Placement","Strategy Games",10,"4"
"This War of Mine: The Board Game",1,6,120,18,8550,7.83,149,3.25,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Push Your Luck, Role Playing, Simulation, Solo , Solitaire Game, Storytelling, Variable Player Powers, Worker Placement","Thematic Games",5,"4"
"Azul: Summer Pavilion",2,4,45,8,7039,7.83,150,2.05,"Drafting, Pattern Building, Set Collection","Abstract Games, Family Games",3,"4"
"Nations",1,5,200,14,11146,7.64,151,3.54,"Card Drafting, Events, Turn Order: Pass Order, Variable Player Powers, Worker Placement","Strategy Games",9,"4"
"Detective: A Modern Crime Board Game",1,5,180,16,7042,7.89,152,2.72,"Cooperative Game, Solo , Solitaire Game, Storytelling","Thematic Games",4,"4"
"Near and Far",2,4,120,13,7245,7.81,153,2.82,"Card Drafting, Dice Rolling, Narrative Choice , Paragraph, Network and Route Building, Scenario , Mission , Campaign Game, Set Collection, Storytelling, Variable Player Powers, Worker Placement","Thematic Games",5,"4"
"Ticket to Ride: Nordic Countries",2,3,60,8,11646,7.64,154,1.98,"Card Drafting, Hand Management, Network and Route Building, Set Collection","Family Games",15,"4"
"Village",2,4,90,12,20255,7.53,155,3.07,"Action Drafting, Area Majority , Influence, Contracts, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types","Strategy Games",11,"4"
"Paths of Glory",2,2,480,14,4539,8.06,156,3.84,"Campaign , Battle Card Driven, Dice Rolling, Point to Point Movement","Wargames",23,"5"
"Combat Commander: Europe",2,2,180,12,5391,7.94,157,3.25,"Campaign , Battle Card Driven, Grid Movement, Hexagon Grid, Simulation, Variable Phase Order","Wargames",16,"4"
"Magic: The Gathering",2,2,20,13,32442,7.52,158,3.22,"Deck Construction, Hand Management, Interrupts, Take That","Customizable Games",29,"4"
"Captain Sonar",2,8,60,14,16007,7.57,159,2.15,"Grid Movement, Hidden Movement, Line Drawing, Real-Time, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game","Party Games, Thematic Games",6,"4"
"Rajas of the Ganges",2,4,75,12,8826,7.7,160,2.86,"Connections, Dice Rolling, Network and Route Building, Race, Tile Placement, Worker Placement","Strategy Games",5,"4"
"Codenames: Duet",2,99,30,11,13985,7.57,161,1.34,"Communication Limits, Cooperative Game, Push Your Luck, Team-Based Game","Family Games",5,"4"
"Sekigahara: The Unification of Japan",2,2,180,14,4380,8.04,162,2.77,"Action Points, Card Play Conflict Resolution, Force Commitment, Hand Management, Point to Point Movement, Secret Unit Deployment, Turn Order: Auction","Wargames",11,"5"
"Just One",3,7,20,8,11775,7.6,163,1.05,"Communication Limits, Cooperative Game","Party Games",4,"4"
"The Quest for El Dorado",2,4,60,10,12131,7.61,164,1.93,"Card Drafting, Deck Bag and Pool Building, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Race","Family Games",5,"4"
"Star Realms: Colony Wars",2,2,20,12,6075,7.87,165,1.9,"Card Drafting, Deck Bag and Pool Building, Hand Management, Take That","Strategy Games",7,"4"
"Splendor",2,4,30,10,58709,7.45,166,1.8,"Card Drafting, Contracts, Drafting, Race, Set Collection","Family Games",8,"4"
"Santorini",2,4,20,8,27873,7.48,167,1.73,"Race, Square Grid, Team-Based Game, Three Dimensional Movement, Variable Player Powers","Abstract Games, Family Games",6,"4"
"La Granja",1,4,120,12,8756,7.67,168,3.58,"Area Majority , Influence, Automatic Resource Growth, Dice Rolling, Drafting, Hand Management, Income, Simultaneous Action Selection, Variable Player Powers","Strategy Games",8,"4"
"It's a Wonderful World",1,5,60,14,6061,7.88,169,2.27,"Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers","Strategy Games",3,"4"
"Coimbra",2,4,90,14,8494,7.69,170,3.28,"Card Drafting, Dice Rolling, End Game Bonuses, Set Collection, Variable Set-up, Worker Placement with Dice Workers","Strategy Games",4,"4"
"Watergate",2,2,60,12,4438,8,171,2.25,"Action,Event, Connections, Hand Management, Tug of War","Strategy Games",3,"4"
"Tichu",4,4,60,10,13298,7.58,172,2.34,"Hand Management, Ladder Climbing, Predictive Bid, Team-Based Game","Strategy Games",31,"4"
"Go",2,2,180,8,14843,7.64,173,4,"Enclosure, Square Grid","Abstract Games",4222,"4"
"Ticket to Ride",2,5,60,8,71611,7.42,174,1.85,"Card Drafting, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection","Family Games",18,"4"
"Dune: Imperium",1,4,120,14,2860,8.45,175,2.88,"Card Play Conflict Resolution, Deck Bag and Pool Building, Variable Player Powers, Worker Placement","Strategy Games, Thematic Games",2,"5"
"Legendary: A Marvel Deck Building Game",1,5,60,14,19785,7.57,176,2.44,"Deck Bag and Pool Building, Events, Semi-Cooperative Game, Solo , Solitaire Game, Variable Set-up","Thematic Games",10,"4"
"Ra",2,5,60,12,19097,7.47,177,2.35,"Auction,Bidding, Auction: Once Around, Closed Economy Auction, Constrained Bidding, Push Your Luck, Set Collection","Strategy Games",23,"4"
"Carcassonne",2,5,45,7,101853,7.42,178,1.91,"Area Majority , Influence, Map Addition, Tile Placement","Family Games",22,"4"
"Zombicide: Black Plague",1,6,180,14,12651,7.68,179,2.51,"Cooperative Game, Dice Rolling, Modular Board, Scenario , Mission , Campaign Game, Turn Order: Progressive, Variable Player Powers","Thematic Games",7,"4"
"Kanban: Driver's Edition",2,4,120,12,5727,7.84,180,4.35,"Action Points, Commodity Speculation, Variable Phase Order, Worker Placement","Strategy Games",8,"4"
"Arcadia Quest",2,4,60,13,9152,7.71,181,2.53,"Dice Rolling, Grid Movement, Modular Board, Scenario , Mission , Campaign Game, Take That, Variable Player Powers","Thematic Games",8,"4"
"Goa",2,4,90,12,10928,7.58,182,3.38,"Auction,Bidding, Auction: Once Around, Hand Management, Push Your Luck, Tech Trees , Tech Tracks","Strategy Games",18,"4"
"Horrified",1,5,60,10,6442,7.84,183,2.05,"Action Points, Cooperative Game, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Solo , Solitaire Game, Variable Player Powers, Variable Set-up","Thematic Games",3,"4"
"The Princes of Florence",2,5,100,12,14555,7.53,184,3.25,"Auction,Bidding, Grid Coverage, Tile Placement","Strategy Games",22,"4"
"Cyclades",2,5,90,13,17873,7.52,185,2.83,"Area Majority , Influence, Area Movement, Auction,Bidding, Auction: Fixed Placement, Card Drafting, Dice Rolling, Set Collection, Variable Phase Order","Strategy Games",13,"4"
"Secret Hitler",5,10,45,13,18198,7.57,186,1.69,"Hidden Roles, Player Elimination, Team-Based Game, Traitor Game, Voting","Party Games",6,"4"
"Cthulhu: Death May Die",1,5,120,14,3990,8.16,187,2.42,"Action Points, Cooperative Game, Dice Rolling, Variable Player Powers","Thematic Games",3,"5"
"Sushi Go Party!",2,8,20,8,22327,7.46,188,1.32,"Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection","Family Games",6,"4"
"Steam",3,5,90,10,9567,7.59,189,3.46,"Auction,Bidding, Loans, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement","Strategy Games",13,"4"
"YINSH",2,2,60,9,7342,7.69,190,2.7,"Catch the Leader, Grid Movement, Pattern Building","Abstract Games",19,"4"
"Viticulture",2,6,90,13,10189,7.59,191,2.93,"Hand Management, Turn Order: Progressive, Worker Placement","Strategy Games",9,"4"
"Galaxy Trucker",2,4,60,10,29509,7.41,192,2.33,"Dice Rolling, Events, Real-Time, Relative Movement, Team-Based Game, Tile Placement, Track Movement","Thematic Games",15,"4"
"Deception: Murder in Hong Kong",4,12,20,14,16001,7.5,193,1.6,"Deduction, Events, Hidden Roles, Storytelling, Team-Based Game, Traitor Game","Party Games",8,"4"
"Tyrants of the Underdark",2,4,60,14,5083,7.89,194,2.57,"Area Majority , Influence, Deck Bag and Pool Building","Strategy Games",6,"4"
"Roll Player",1,4,90,10,13286,7.53,195,2.38,"Card Drafting, Dice Rolling, Drafting, Role Playing, Set Collection, Variable Player Powers","Strategy Games",6,"4"
"Shogun",3,5,120,12,12828,7.54,196,3.37,"Action Queue, Area Majority , Influence, Area Movement, Auction,Bidding, Cube Tower, Simultaneous Action Selection, Variable Phase Order","Strategy Games",16,"4"
"Isle of Skye: From Chieftain to King",2,5,50,8,20425,7.44,197,2.25,"Auction,Bidding, Catch the Leader, Set Collection, Tile Placement, Turn Order: Progressive","Family Games, Strategy Games",7,"4"
"1830: Railways & Robber Barons",2,7,360,14,4694,7.88,198,4.16,"Auction,Bidding, Investment, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource","Strategy Games",36,"4"
"Flamme Rouge",2,4,45,8,12139,7.56,199,1.67,"Catch the Leader, Hand Management, Modular Board, Race, Simulation, Simultaneous Action Selection","Family Games",6,"4"
"Century: Golem Edition",2,5,45,8,6991,7.71,200,1.65,"Action Retrieval, Card Drafting, Contracts, Deck Bag and Pool Building, Hand Management, Increase Value of Unchosen Resources, Set Collection","Family Games, Strategy Games",5,"4"
"Hero Realms",2,4,30,12,12203,7.6,201,1.9,"Card Drafting, Deck Bag and Pool Building, Hand Management, Take That","Customizable Games, Strategy Games",6,"4"
"Glory to Rome",2,5,60,12,12968,7.49,202,2.93,"End Game Bonuses, Follow, Hand Management, Set Collection, Sudden Death Ending, Variable Phase Order","Strategy Games",17,"4"
"Lewis & Clark: The Expedition",1,5,120,14,12926,7.49,203,3.34,"Action Retrieval, Card Drafting, Hand Management, Race, Resource to Move, Solo , Solitaire Game, Track Movement, Worker Placement","Strategy Games",9,"4"
"1960: The Making of the President",2,2,120,12,8516,7.61,204,3.21,"Action,Event, Area Majority , Influence, Campaign , Battle Card Driven, Hand Management","Strategy Games",15,"4"
"Power Grid Deluxe: Europe/North America",2,6,120,12,3768,8.01,205,3.19,"Auction: Turn Order Until Pass, Income, Market, Network and Route Building","Strategy Games",8,"5"
"Hanamikoji",2,2,15,10,11047,7.54,206,1.71,"Area Majority , Influence, Card Drafting, Force Commitment, Hand Management, I Cut You Choose","Family Games",9,"4"
"Bora Bora",2,4,120,12,9107,7.56,207,3.74,"Dice Rolling, Set Collection, Worker Placement, Worker Placement with Dice Workers","Strategy Games",9,"4"
"Imperial",2,6,180,13,8246,7.61,208,3.57,"Advantage Token, Area Majority , Influence, Area Movement, Investment, Ownership, Rondel, Stock Holding","Strategy Games",16,"4"
"Dungeon Petz",2,4,90,13,12707,7.47,209,3.6,"Auction,Bidding, Hand Management, Simultaneous Action Selection, Worker Placement","Strategy Games, Thematic Games",11,"4"
"Samurai",2,4,60,10,14758,7.45,210,2.49,"Area Majority , Influence, Hand Management, Hexagon Grid, Once-Per-Game Abilities, Set Collection, Tile Placement","Strategy Games",24,"4"
"Space Base",2,5,60,14,8388,7.59,211,2.13,"Card Drafting, Dice Rolling, Random Production","Family Games",4,"4"
